Submitted at,Country you live and work in,City,Gender,Your age,Your job title,What is your current type of employment?,Level of seniority,Primary field of work,Years of relevant design experience,Years of total working experience,Highest level of formal education attained,Did you have design-related education (Formal/informal)?,Select the relevant design-related education. Select all that apply.,"Select the relevant design-related education. Select all that apply. (Formal design education (Diploma, Degree..))",Select the relevant design-related education. Select all that apply. (Online certification (e.g. Coursera or IDF)),Select the relevant design-related education. Select all that apply. (Bootcamps (e.g. General Assembly)),Select the relevant design-related education. Select all that apply. (In-person certified courses),Select the relevant design-related education. Select all that apply. (Self-taught / informal / unstructured courses),Have you lived and worked in another country?,Currency you draw your salary in,Would you like to share your base salary on a monthly or annual basis?,Annual base salary,Monthly base salary,Annual bonus,Annual stock grant (in local currency),Other compensation (annual basis),Annual Total Comp,Annual Total Comp (SGD),Other benefits,What type of company do you currently work for?,Industry your company is in,Company size,Size of design team,Are you physically located at your company headquarters?,Work arrangement at company,Company name
2024-10-09 8:52:17,Singapore,Singapore,Man,36 - 40,Senior UX researcher,Full-time employee,Senior IC,Product / UX research,8,10,Master's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,Yes,SGD,Annual,"190,000",,"30,000","30,000","2,000","252,000","252,000","Professional development, training, or learning fund, Wellness (gym, fitness, etc), Meal subsidies, Health insurance, Paid time off / vacation time, Onsite food / snacks, Dental insurance, Paid medical leave, Transport subsidies",Large enterprise (MNC),Financial services,"1001 - 10,000",51 - 100,Yes,Fully on-site,
2024-10-09 9:26:44,Indonesia,Jakarta,Man,25 - 30,UX design manager,Full-time employee,Manager,Product / UX design,5,5,Bachelor's degree,No,,,,,,,No,IDR,Annual,"240,000,000",,,,,"240,000,000","20,160","Health insurance, Flexible schedule, Dental insurance",Large enterprise (MNC),Financial services,"1001 - 10,000",2 - 10,Yes,4 days on-site,
2024-10-09 9:40:14,Singapore,Singapore,Woman,31 - 35,Head of Design,Full-time employee,Director / VP*,Design leadership and management,8,10,Master's degree,Yes,"Formal design education (Diploma, Degree..), In-person certified courses, Self-taught / informal / unstructured courses",TRUE,FALSE,FALSE,TRUE,TRUE,Yes,SGD,Monthly,,"15,000",,,,"180,000","180,000","Budget for equipment or home office setup, Paid medical leave, Onsite food / snacks",Large enterprise (MNC),"Retail, wholesale & distribution","1001 - 10,000",2 - 10,Yes,2 days on-site,
2024-10-09 10:06:03,Singapore,Singapore,Woman,36 - 40,Senior UX Designer,Full-time employee,Senior IC,Product / UX design,15,15,Diploma,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,SGD,Monthly,,"11,000",0,0,0,"132,000","132,000","Flexible schedule, Allowance for flexible working arrangement (remote/co-working space), Professional development, training, or learning fund, Health insurance, Paid medical leave, Budget for equipment or home office setup, Dental insurance, Paid time off / vacation time",Agency / Consulting,"Technology, media & telecommunications",51 - 200,11 - 50,No,Fully remote,
2024-10-09 10:25:51,Malaysia,Kuala Lumpur,Woman,41 - 45,VP Service Designer,Full-time employee,Director / VP*,Service Design,15,20,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..), Online certification (e.g. Coursera or IDF), Self-taught / informal / unstructured courses, In-person certified courses",TRUE,TRUE,FALSE,TRUE,TRUE,Yes,MYR,Monthly,,"20,000",,,,"240,000","72,745","Health insurance, Professional development, training, or learning fund",Banking institution,Banking & capital markets,"1001 - 10,000",2 - 10,Not applicable,4 days on-site,
2024-10-09 12:10:11,Singapore,Singapore,Woman,25 - 30,UI/UX Designer,Full-time employee,Mid-level IC,Visual / UI design,3,3,Bachelor's degree,No,,,,,,,No,SGD,Monthly,,"7,300","8,000",,,"95,600","95,600","Health insurance, Paid medical leave, dependent’s health insurance",Large enterprise (MNC),Banking & capital markets,"10,001 and above",11 - 50,Yes,3 days on-site,
2024-10-09 14:34:42,Singapore,Singapore,Woman,31 - 35,UX Designer,Full-time employee,Mid-level IC,Product / UX design,7,7,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,SGD,Annual,"137,000",,"22,000",,"3,600","162,600","162,600","Health insurance, Paid medical leave, Professional development, training, or learning fund, Paid time off / vacation time",Large enterprise (MNC),Financial services,"10,001 and above",Team of 1,Yes,3 days on-site,
2024-10-09 15:03:54,Singapore,Singapore,Man,25 - 30,Associate Director,Full-time employee,Senior IC,Product / UX design,6,6,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,SGD,Monthly,,"7,950","13,000",,"3,500","111,900","111,900","Professional development, training, or learning fund, Onsite food / snacks, Paid time off / vacation time, Health insurance, Paid medical leave",Start-up,Banking & capital markets,201 - 1000,2 - 10,Yes,4 days on-site,
2024-10-09 19:07:26,Singapore,Singapore,Woman,31 - 35,Senior Product Designer,Full-time employee,Senior IC,Product / UX design,6,8,Bachelor's degree,Yes,Bootcamps (e.g. General Assembly),FALSE,FALSE,TRUE,FALSE,FALSE,No,SGD,Monthly,,"7,500","4,000",,,"94,000","94,000",,Start-up,"Transportation, hospitality & services",11 - 50,Team of 1,Yes,3 days on-site,
2024-10-10 0:42:49,Singapore,Singapore,Woman,31 - 35,UX Designer,Full-time employee,Junior IC (Entry level),Product / UX design,2,8,Bachelor's degree,Yes,"Self-taught / informal / unstructured courses, Bootcamps (e.g. General Assembly)",FALSE,FALSE,TRUE,FALSE,TRUE,No,SGD,Monthly,,"5,500",,,,"66,000","66,000","Paid medical leave, Paid time off / vacation time",Small-medium enterprise,"Technology, media & telecommunications",51 - 200,Team of 1,Yes,4 days on-site,
2024-10-10 1:48:23,Malaysia,Kuala Lumpur,Woman,25 - 30,Product Owner,Full-time employee,Mid-level IC,Product / UX design,4,6,Bachelor's degree,No,,,,,,,No,MYR,Monthly,,"7,000",,,,"84,000","25,461",Health insurance,Large enterprise (MNC),Banking & capital markets,"1001 - 10,000",2 - 10,Yes,Fully on-site,OCBC
2024-10-10 4:53:41,Singapore,Singapore,Woman,31 - 35,Associate UX Designer,Fixed term contractor,Junior IC (Entry level),Product / UX design,3,8,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,SGD,Monthly,,"4,700",,,,"56,400","56,400","Paid medical leave, Health insurance, Professional development, training, or learning fund, Onsite food / snacks, Flexible schedule",Government,Government & public services,"1001 - 10,000",2 - 10,Yes,2 days on-site,GovTech
2024-10-10 5:23:24,Singapore,Singapore,Woman,18 - 24,Ux designer,Full-time employee,Junior IC (Entry level),Product / UX design,1,1,Bachelor's degree,Yes,Self-taught / informal / unstructured courses,FALSE,FALSE,FALSE,FALSE,TRUE,No,SGD,Monthly,,"4,500",200,,,"54,200","54,200","Health insurance, Paid medical leave, Paid time off / vacation time, Flexible schedule, Onsite food / snacks, Professional development, training, or learning fund, Dental insurance, Allowance for flexible working arrangement (remote/co-working space)",Start-up,Financial services,11 - 50,2 - 10,Yes,3 days on-site,
2024-10-10 8:11:03,Singapore,Singapore,Man,31 - 35,Principal Product Designer,Full-time employee,Lead / Staff / Principal IC,Product / UX design,12,12,Bachelor's degree,No,,,,,,,Yes,SGD,Annual,"150,000",,"30,000",,,"180,000","180,000","Health insurance, Flexible schedule, Paid time off / vacation time, Paid medical leave, Professional development, training, or learning fund",Start-up,Climate,51 - 200,2 - 10,Yes,2 days on-site,
2024-10-10 12:08:15,Singapore,Singapore,Man,41 - 45,Senior Product Designer,Full-time employee,Senior IC,Product / UX design,7,16,Diploma,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,SGD,Annual,"96,000",,,,,"96,000","96,000",,Small-medium enterprise,Financial services,51 - 200,2 - 10,Yes,2 days on-site,
2024-10-10 13:29:40,Singapore,Singapore,Man,31 - 35,Product Design Manager,Full-time employee,Manager,Product / UX design,10,10,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,SGD,Annual,"114,000",,"10,000","18,000",,"142,000","142,000","Health insurance, Paid medical leave, Dental insurance, Professional development, training, or learning fund",Small-medium enterprise,Consumer products,201 - 1000,11 - 50,Yes,4 days on-site,
2024-10-11 3:53:09,Vietnam,Hanoi,Man,18 - 24,UI/UX design,Full-time employee,Junior IC (Entry level),Visual / UI design,1,1,Bachelor's degree,No,,,,,,,No,VND,Monthly,,"7,000,000",,,,"84,000,000","4,452",Health insurance,Small-medium enterprise,Government & public services,11 - 50,Team of 1,Yes,Fully on-site,MH SOLUTION INTERNATIONAL TECHNOLOGY JOINT STOCK COMPANY
2024-10-11 3:54:43,Vietnam,Da Nang,Man,18 - 24,Product Designer,Full-time employee,Mid-level IC,Product / UX design,4,4,Bachelor's degree,No,,,,,,,No,VND,Monthly,,"44,000,000","44,000,000",,"20,000,000","592,000,000","31,376","Paid medical leave, Health insurance, Dental insurance, Flexible spending account, Allowance for flexible working arrangement (remote/co-working space), Paid time off / vacation time, Transport subsidies",Start-up,Financial services,51 - 200,2 - 10,No,Fully remote,
2024-10-11 4:03:34,Singapore,Singapore,Woman,25 - 30,UI/UX Designer,Full-time employee,Mid-level IC,Product / UX design,4,4,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,Yes,SGD,Monthly,,"6,000",,,,"72,000","72,000","Health insurance, Onsite food / snacks, Internet / mobile phone subsidies, Paid time off / vacation time",Start-up,Health care,51 - 200,Team of 1,Yes,4 days on-site,
2024-10-11 4:03:38,Vietnam,Da Nang,Man,25 - 30,UX UI Designer,Full-time employee,Mid-level IC,Visual / UI design,3,3,Diploma,Yes,"Formal design education (Diploma, Degree..), Self-taught / informal / unstructured courses, Online certification (e.g. Coursera or IDF), Bootcamps (e.g. General Assembly)",TRUE,TRUE,TRUE,FALSE,TRUE,No,VND,Monthly,,"17,700,000","20,000,000",,,"232,400,000","12,317","Professional development, training, or learning fund, Budget for equipment or home office setup, Onsite food / snacks, Allowance for flexible working arrangement (remote/co-working space), Health insurance, Paid time off / vacation time",Large enterprise (MNC),"Technology, media & telecommunications",201 - 1000,11 - 50,No,4 days on-site,
2024-10-11 5:10:18,Vietnam,Ho Chi Minh City,Woman,31 - 35,Product designer,Full-time employee,Mid-level IC,Product / UX design,5,10,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..), In-person certified courses",TRUE,FALSE,FALSE,TRUE,FALSE,No,VND,Monthly,,"40,000,000","70,000,000",,,"550,000,000","29,150","Paid time off / vacation time, Health insurance",Large enterprise (MNC),Health care,"1001 - 10,000",11 - 50,Yes,2 days on-site,WebMD Healthcare Services
2024-10-11 5:59:16,Vietnam,Ho Chi Minh City,Man,18 - 24,Product Designer,Full-time employee,Mid-level IC,Product / UX design,3,3,Diploma,Yes,"Formal design education (Diploma, Degree..), Online certification (e.g. Coursera or IDF), Self-taught / informal / unstructured courses",TRUE,TRUE,FALSE,FALSE,TRUE,No,VND,Monthly,,"20,000,000","20,000,000",,,"260,000,000","13,780","Meal subsidies, Allowance for flexible working arrangement (remote/co-working space), Health insurance, Paid time off / vacation time, Internet / mobile phone subsidies, Transport subsidies",Start-up,Blockchain,51 - 200,2 - 10,No,Fully on-site,
2024-10-11 7:01:58,Vietnam,Ho Chi Minh City,Woman,25 - 30,Product Designer,Full-time employee,Mid-level IC,Product / UX design,2,2.7,Not applicable,Yes,"Bootcamps (e.g. General Assembly), In-person certified courses, Self-taught / informal / unstructured courses, Online certification (e.g. Coursera or IDF)",FALSE,TRUE,TRUE,TRUE,TRUE,No,VND,Monthly,,"18,500,000","18,500,000",,"4,800,000","245,300,000","13,001","Flexible schedule, Internet / mobile phone subsidies, Onsite food / snacks, Paid time off / vacation time, Wellness (gym, fitness, etc), Paid medical leave",Large enterprise (MNC),Industrial products & construction,11 - 50,Team of 1,No,Fully on-site,
2024-10-11 7:07:41,Vietnam,Hanoi,Woman,31 - 35,Product Designer,Full-time employee,Senior IC,Product / UX design,2,2,Bachelor's degree,Yes,Online certification (e.g. Coursera or IDF),FALSE,TRUE,FALSE,FALSE,FALSE,No,VND,Monthly,,"28,000,000",,,,"336,000,000","17,808","Health insurance, Onsite food / snacks, Flexible schedule",Start-up,Financial services,11 - 50,Team of 1,Yes,1 day on-site,
2024-10-11 7:23:19,Vietnam,Ho Chi Minh City,Woman,31 - 35,UX Designer,Full-time employee,Mid-level IC,Product / UX design,9,9,Master's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,VND,Monthly,,"60,000,000","50,000,000",,,"770,000,000","40,810","Flexible schedule, Paid time off / vacation time, Health insurance",Small-medium enterprise,Financial services,201 - 1000,2 - 10,No,3 days on-site,
2024-10-11 7:58:52,Vietnam,Ho Chi Minh City,Man,18 - 24,UI/UX Intern,Full-time employee,Junior IC (Entry level),Visual / UI design,0.5,2,Diploma,Yes,"Formal design education (Diploma, Degree..), Self-taught / informal / unstructured courses",TRUE,FALSE,FALSE,FALSE,TRUE,No,VND,Monthly,,"5,000,000",,,,"60,000,000","3,180","Professional development, training, or learning fund",Start-up,"Block Chain, Web 3, Move 2 Earn",11 - 50,2 - 10,Yes,Fully on-site,
2024-10-11 8:21:34,Singapore,Singapore,Woman,25 - 30,Product designer,Full-time employee,Junior IC (Entry level),Product / UX design,4,5,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..), Bootcamps (e.g. General Assembly)",TRUE,FALSE,TRUE,FALSE,FALSE,No,SGD,Annual,"68,000",,"17,000",,"3,000","88,000","88,000","Wellness (gym, fitness, etc), Health insurance, Flexible schedule, Budget for equipment or home office setup, Paid time off / vacation time, Professional development, training, or learning fund, Allowance for flexible working arrangement (remote/co-working space)",Large enterprise (MNC),Banking & capital markets,"10,001 and above",101 and above,Yes,2 days on-site,
2024-10-11 9:01:43,Vietnam,Ho Chi Minh City,Woman,25 - 30,Product Designer,Full-time employee,Mid-level IC,Product / UX design,5,5,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..), Online certification (e.g. Coursera or IDF), In-person certified courses, Self-taught / informal / unstructured courses",TRUE,TRUE,FALSE,TRUE,TRUE,Yes,VND,Monthly,,"54,000,000","30,000,000",,"20,000,000","698,000,000","36,994","Transport subsidies, Wellness (gym, fitness, etc), Flexible schedule, Paid time off / vacation time, Onsite food / snacks, Paid medical leave, Health insurance, Professional development, training, or learning fund, Budget for equipment or home office setup",Start-up,"Technology, media & telecommunications",51 - 200,2 - 10,Yes,2 days on-site,
2024-10-11 9:36:02,Malaysia,Kuala Lumpur,Woman,18 - 24,Product Designer,Full-time employee,Mid-level IC,Product / UX research,3,3,Bachelor's degree,No,,,,,,,No,MYR,Monthly,,"6,100",,,,"73,200","22,187","Paid medical leave, Flexible spending account, Health insurance, Budget for equipment or home office setup, Paid time off / vacation time",Small-medium enterprise,Banking & capital markets,201 - 1000,2 - 10,Yes,2 days on-site,
2024-10-11 11:28:18,Vietnam,Ho Chi Minh City,Woman,36 - 40,Design Lead,Full-time employee,Head of department / Senior leadership,Design leadership and management,8,12,Master's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,Yes,VND,Monthly,,"57,000,000","120,000,000",,,"804,000,000","42,612",Health insurance,Agency / Consulting,"Technology, media & telecommunications",51 - 200,11 - 50,Yes,Fully remote,
2024-10-11 13:25:54,Vietnam,Hanoi,Man,18 - 24,Product designer,Full-time employee,Mid-level IC,Product / UX design,4,4,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..), Online certification (e.g. Coursera or IDF)",TRUE,TRUE,FALSE,FALSE,FALSE,No,VND,Monthly,,"30,000,000","400,000,000",,,"760,000,000","40,280",,Start-up,"Transportation, hospitality & services",51 - 200,Team of 1,Yes,Fully on-site,No
2024-10-11 15:34:30,Singapore,Singapore,Woman,25 - 30,Product Lead,Full-time employee,Manager,Innovation / business design,4,7,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,SGD,Monthly,,"5,000",,"3,800",,"63,800","63,800","Paid time off / vacation time, Flexible schedule",Start-up,Education,1 - 10,2 - 10,Not applicable,4 days on-site,
2024-10-11 16:19:14,Malaysia,Kuala Lumpur,Woman,25 - 30,Professional UX Designer,Full-time employee,Mid-level IC,Product / UX design,4,5,Bachelor's degree,Yes,"Online certification (e.g. Coursera or IDF), Self-taught / informal / unstructured courses",FALSE,TRUE,FALSE,FALSE,TRUE,No,MYR,Monthly,,"5,500",,,,"66,000","20,005",Health insurance,Agency / Consulting,"Technology, media & telecommunications",51 - 200,2 - 10,No,3 days on-site,
2024-10-12 0:11:49,Singapore,Singapore,Woman,31 - 35,Product designer,Full-time employee,Mid-level IC,Product / UX design,5,6,Bachelor's degree,Yes,"Bootcamps (e.g. General Assembly), In-person certified courses, Self-taught / informal / unstructured courses",FALSE,FALSE,TRUE,TRUE,TRUE,Yes,SGD,Monthly,,"5,500","13,000",,,"79,000","79,000","Health insurance, Dental insurance, Flexible spending account",Small-medium enterprise,Health care,51 - 200,2 - 10,Yes,Fully on-site,
2024-10-12 5:53:32,Malaysia,Kuala Lumpur,Woman,31 - 35,Product Design Manager,Full-time employee,Manager,Product / UX design,4,9,Bachelor's degree,No,,,,,,,No,MYR,Monthly,,"8,270","24,810",,"3,500","127,550","38,661","Professional development, training, or learning fund, Paid time off / vacation time, Health insurance, Paid medical leave, Other",Small-medium enterprise,Financial services,11 - 50,2 - 10,Yes,1 day on-site,
